Title,Year,Director,Studio,Genre
Battalion 609,2019,Brijesh Batuknath Tripathi,N.J Lalwani Films,War
The Accidental Prime Minister,2019,Vijay Ratnakar Gutte,"Pen Studios, Rudra Productions, Bohra Bros.","Biography, Drama"
Evening Shadows,2019,Sridhar Rangayan,Solaris Pictures,"Crime, Drama"
Why Cheat India,2019,Soumik Sen,"T-Series Films , Ellipsis Entertainment, Emraan Hashmi Films","Comedy, Crime, Drama"
SP Chauhan,2019,Manoj K Jha,"Navchetna Productions, T-Series",Drama
Fraud Saiyaan,2019,Sourabh Shrivastava,"Prakash Jha Productions, Drama King Entertainment","Comedy, Drama"
Soni,2019,Ivan Ayr,"Jabberwockee Talkies, The Film Cafe, Netflix","Crime, Drama"
72 Hours: Martyr Who Never Died,2019,Avinash Dhyani,JSR Production House,"Action, Biography, Drama"
Bombairiya,2019,Pia Sukanya,"TriStar Pictures, Zee Studios, Beautiful Bay Entertainment, Krio Films FZ","Comedy, Crime, Drama"
Rangeela Raja,2019,Sikander Bharti,Chitradeep International,"Comedy, Crime, Drama"
Thackeray,2019,Abhijit Panse,"Viacom18 Motion Pictures , Carnival Motion Pictures, Raut'ers Entertainment","Biography, Drama"
Manikarnika: The Queen of Jhansi,2019,Radha Krishna Jagarlamudi,"Zee Studios, Kairos Kontent, EaseMyTrip","Action, Biography, Drama"
Ek Ladki Ko Dekha Toh Aisa Laga,2019,Shelly Chopra Dhar,"Fox Star Studios, Vinod Chopra Films","Crime,Drama"
The Fakir of Venice,2019,Anand Surapur,"October Films, Phat Phish Motion Pictures",Drama
Dosti Ke Side Effects,2019,Ali Abrar,Share Happiness Films,Drama
Amavas,2019,Bhushan Patel,Weeping Grave,"Horror, Thriller"
Gully Boy,2019,Zoya Akhtar,"Excel Entertainment , Tiger Baby"," Drama, Musical, Romance"
Hum Chaar,2019,Abhishek Dixit,Rajshri Productions,Drama
Total Dhamaal,2019,Indra Kumar,"Fox Star Studios , Devgn Films , Maruti International, Sri Adhikari Brothers Motion Pictures, Anand Pandit Motion Pictures","Action, Adventure, Comedy"
Goopi Gawaiya Bagha Bajaiya,2019,Shilpa Ranade,"Paperboat Animation Studios, Children's Film Society, Karadi Tales","Animation, Comedy, Comedy, Drama, Musical"
Luka Chuppi,2019,Laxman Utekar,"Maddock Films, Jio Studios","Comedy, Romance"
Sonchiriya,2019,Abhishek Chaubey,"RSVP Movies, MacGuffin Pictures","Action, Crime, Drama"
Badla,2019,Sujoy Ghosh,"Red Chillies Entertainment , Azure Entertainment, Ael One","Crime, Drama, Mystery"
The Sholay Girl,2019,Aditya Sarpotdar,"Purple Morning Pictures, ZEE5","Action, Biography, Drama"
Hamid,2019,Aijaz Khan,Yoodlee Films,Drama
Photograph,2019,Ritesh Batra,"Amazon Studios, The Match Factory, Poetic License Motion Pictures, FilmScience, Pola Pandora, KNM, Medienboard BerlinBrandenBurg, FFA","Drama, Romance"
Milan Talkies,2019,Tigmanshu Dhulia,Filmy Keeda Productions Pvt Ltd,"Drama, Family, Romance"
Risknamaa,2019,Aarun Nagar,"Kirti Motion Pictures, CSK Production",Thriller
Mere Pyare Prime Minister,2019,Rakeysh Omprakash Mehra,"Pen Studios, ROMP Pictures",Drama
22 Yards,2019,Mitali Ghoshal,MS Productions,Sport
377 Ab Normal,2019,Faruk Kabir,"Spiders Web Productions, ZEE5",Drama
Kesari,2019,Anurag Singh,"Zee Studios , Dharma Productions , Cape of Good Films , Azure Entertainment","Action, Drama, History"
Mard Ko Dard Nahi Hota,2019,Vasan Bala,RSVP Movies,"Action, Comedy, Drama"
Ram Ki Janmabhoomi,2019,Sanoj Mishra,Cine Craft Productions,Drama
Notebook,2019,Nitin Kakkar,"Salman Khan Films, Cine1 Studios","Drama, Romance"
Junglee,2019,Chuck Russell,Junglee Pictures,"Action, Adventure, Thriller"
Gone Kesh,2019,Qasim Khallow,"Eros International, Dhirendra Nath Ghosh Films","Comedy, Drama"
Romeo Akbar Walter,2019,Robbie Garewal,"Viacom18 Motion Pictures, Kyta Productions, VA Film Company, Red Ice Productions","Action, Drama, Thriller"
Jai Chhathi Maa,2019,Murari Sinha,Shining Screens,Family
Albert Pinto Ko Gussa Kyun Aata Hai?,2019,Soumitra Ranade,"Soumitra Ranade Productions, Templetree Motion Pictures, No Guts No Glory Films, Parashuram Productions, Paperboat Studios Pvt. Ltd.","Comedy, Drama, Romance"
The Tashkent Files,2019,Vivek Agnihotri,SP CineCorp,"Drama, Mystery, Thriller"
Blackboard vs Whiteboard,2019,Tarun S. Bisht,"Milestone Creations, Ratan Shree Entertainment","Action, Family"
Kalank,2019,Abhishek Varman,"Fox Star Studios , Dharma Productions , Nadiadwala Grandson Entertainment","Drama, Romance"
Music Teacher,2019,Sarthak Dasgupta,"Saregama , Yoodlee Films , Netflix","Drama, Romance"
Blank,2019,Behzad Khambata,Echelon Productions,"Action, Thriller"
Setters,2019,Ashwini Chaudhary,"Lovely Films Production House (P) Ltd., NH Studioz",Thriller
Yours Truly,2019,Sanjoy Nag,ZEE5,Thriller
Badnaam Gali,2019,Ashwin Shetty,"Finnca Films, ZEE5",Comedy
Chhota Bheem Kung Fu Dhamaka,2019,Rajiv Chilaka,Green Gold Animations,"Animation, Action, Adventure"
Student of the Year 2,2019,Punit Malhotra,"Fox Star Studios, Dharma Productions","Action, Comedy, Drama"
Chhoriyan Chhoron Se Kam Nahi Hoti,2019,Rajesh Amarlal Babbar,"Zee Studios , The Satish Kaushik Entertainment",Drama
Gunwali Dulhaniya,2019,Shantanu Anant Tambe,Passionwoald Entertainments,"Comedy, Romance"
De De Pyaar De,2019,Akiv Ali,"T-Series Films, Luv Films","Comedy, Drama, Romance"
India's Most Wanted,2019,Rajkumar Gupta,"Fox Star Studios , Raapchik Films","Action, Adventure, Thriller"
PM Narendra Modi,2019,Omung Kumar,"Legend Global Studio, Anand Pandit Motion Pictures, Panorama Studios",Biography
Yeh Hai India,2019,Lomharsh,DLB Films,"Drama, Adventure,Action"
Chopsticks,2019,Sachin Yardi,"Viniyard Productions, Netflix"," Comedy, Drama"
Bharat,2019,Ali Abbas Zafar,"T-Series Films, Salman Khan Films, Reel Life Productions","Action, Comedy, Drama"
Khamoshi,2019,Chakri Toleti,Pooja Entertainment,"Horror, Thriller"
Kissebaaz,2019,Annant Jaaitpaal,"Experion Moviez, PVR Pictures","Action, Comedy, Crime"
Jaoon Kahan Bata Ae Dil,2019,Aadish Keluskar,"Humara Movie, Netflix","Romance,Drama"
Kabir Singh,2019,Sandeep Vanga,"T-Series Films, Cine1 Studios","Action, Drama, Romance"
Article 15,2019,Anubhav Sinha,"Zee Studios , Benaras Media Works","Crime, Drama, Mystery"
Malaal,2019,Mangesh Hadawale,"T-Series Films, Bhansali Productions","Action, Drama, Romance"
One Day: Justice Delivered,2019,Ashok Nanda,A Cinema Friday International Production,"Action, Crime, Thriller"
Hume Tumse Pyaar Kitna,2019,Lalit Mohan,Belvie Productions,"Action, Drama, Romance"
Marudhar Express,2019,Vishal Mishra,"Raywings Entertainment, Atharva Motion Pictures","Drama, Romance"
Super 30,2019,Vikas Bahl,"Reliance Entertainment , HRX Films, Nadiadwala Grandson Entertainment , Phantom Films","Biography,Drama"
Family of Thakurganj,2019,Manoj K. Jha,Lovely World Entertainment,"Action, Drama"
Jhootha Kahin Ka,2019,Smeep Kang,Soham Rockstar Entertainment,Comedy
Judgementall Hai Kya,2019,Prakash Kovelamudi,Balaji Motion Pictures,"Mystery,Drama,Comedy"
Arjun Patiala,2019,Rohit Jugraj,"T-Series Films, Maddock Films, Bake My Cake Films","Action, Comedy"
Khandaani Shafakhana,2019,Shilpi Dasgupta,"T-Series Films, Sundial Studios, Anand Pandit Motion Pictures","Comedy, Drama"
Barot House,2019,Bugs Bhargava,"Dhirajj Walks Of Art, Faizee Productions, Ten Years Younger Productions, ZEE5","Mystery, Thriller"
Jabariya Jodi,2019,Prashant Singh,"Balaji Motion Pictures , Karma Media & Entertainment","Action, Comedy, Drama, Romance"
Chicken Curry Law,2019,Shekhar Sirrinn,Panorama Studios,Drama
Pranaam,2019,Sanjiv Jaiswal,"Rudraksh Adventures Pvt. Ltd, Woodside Infrastructure Pvt. Ltd, Reel & Motion Pictures LLP.","Action, Crime, Drama"
Batla House,2019,Nikhil Advani,"T-Series Films , Emmay Entertainment","Action, Crime, Drama"
Mission Mangal,2019,Jagan Shakti,"Fox Star Studios, Cape of Good Films, Hope Productions","Drama, History"
Posham Pa,2019,Suman Mukhopadhyay,"Dhirajj Walks Of Art, Faizee Productions, Ten Years Younger Productions, ZEE5","Crime, Drama, Thriller"
Saaho,2019,Sujeeth,"T-Series Films , UV Creations","Action, Thriller"
Chhichhore,2019,Nitesh Tiwari,"Fox Star Studios, Nadiadwala Grandson Entertainment","Comedy, Drama, Romance"
Dream Girl,2019,Raaj Shaandilyaa,Balaji Motion Pictures,"Comedy, Romance"
Section 375,2019,Ajay Bahl,"T-Series Films, Panorama Studios"," Crime, Drama, Mystery"
Main Zaroor Aaunga,2019,Chandrakant Singh,AShirwad CineVision Pvt Ltd," Horror, Thriller"
The Zoya Factor,2019,Abhishek Sharma,"Fox Star Studios , Adlabs Films","Comedy, Drama, Romance, Sport"
Pal Pal Dil Ke Paas,2019,Sunny Deol,"Zee Studios, Sunny Sounds","Action, Drama, Romance"
Prassthanam,2019,Deva Katta,"NH Studioz, Sanjay Dutt Productions","Action, Drama"
War,2019,Aditya Chopra,Yash Raj Films,"Action, Thriller"
The Sky Is Pink,2019,Shonali Bose,"RSVP Movies , Roy Kapur Films, SK Global Entertainment , Purple Pebble Pictures","Biography, Drama, Romance"
Chappad Phaad Ke,2019,Sameer Hemant Joshi,"Yoodlee Films , Hotstar","Comedy, Drama"
Ghost,2019,Vikram Bhatt,Pooja Entertainment,"Horror, Thriller"
Laal Kaptaan,2019,Navdeep Singh,"Eros International, Colour Yellow Productions","Action, Adventure, Drama"
P Se Pyaar F Se Faraar,2019,Manoj Tiwari,"OK Movies, PVR Pictures","Crime, Drama, Romance"
Upstarts,2019,Udai Singh Pawar,"Bandra West Pictures, Netflix",Drama
Yaaram,2019,Ovais Khan,Yashavvi Films,"Romance, Comedy"
Officer Arjun Singh IPS Batch 2000,2019,Arshad Siddiqui,Shreya Films International,"Action, Drama"
Jacqueline I Am Coming,2019,Banty Dubey,MD Production,Drama
Housefull 4,2019,Farhad Samji,"Fox Star Studios , Nadiadwala Grandson Entertainment","Action, Comedy, Drama, Fantasy, Romance"
Kanpuriye,2019,Ashish Aryan,"Yoodlee Films, Hotstar",Drama
Made in China,2019,Mikhil Musale,"Jio Studios, Maddock Films","Comedy, Drama"
Saand Ki Aankh,2019,Tushar Hiranandani,"Reliance Entertainment, Chalk 'N' Cheese Film Productions","Biography, Drama, Sport"
Drive,2019,Tarun Mansukhani,"Dharma Productions, Netflix","Action, Crime, Thriller"
Ujda Chaman,2019,Abhishek Pathak,"Panorama Studios, PVR Pictures",Comedy
Bala,2019,Amar Kaushik,"Maddock Films , Jio Studios",Comedy
Bypass Road,2019,Naman Nitin Mukesh,"Miraj Creations, NNM Films","Drama, Mystery, Thriller"
Moothon,2019,Geetu Mohandas,"Mini Studio, JAR Pictures","Crime, Drama"
Satellite Shankar,2019,Irfan Kamal,"T-Series Films, Cine1 Studios","Action, Drama, War"
Jhalki,2019,Brahmanand S. Siingh,Mobius Films,Drama
House Arrest,2019,Shashanka Ghosh and Samit Basu,"India Stories Media & Entertainment, Netflix",Comedy
Keep Safe Distance,2019,Raama Mehra,Rama Dhanraj Production,"Action,Thriller"
Marjaavaan,2019,Milap Milan Zaveri,"T-Series Films, Emmay Entertainment","Action, Drama, Romance"
Motichoor Chaknachoor,2019,Debamitra Biswal,"Viacom18 Motion Pictures, Woodpecker Movies","Comedy, Romance"
Marne Bhi Do Yaaron,2019,Kashmera Shah,Boo Filmz,Comedy
Pagalpanti,2019,Anees Bazmee,"T-Series Films , Panorama Studios","Action, Comedy"
Commando 3,2019,Aditya Datt,"Motion Pictures Capital, Reliance Entertainment","Action, Adventure, Thriller"
Yeh Saali Aashiqui,2019,Cherag Ruparel,"Pen Studios, Amrish Puri Films","Drama, Romance, Thriller"
Panipat,2019,Ashutosh Gowariker,"Ashutosh Gowariker Productions, Vision World Films","Action, Drama, History"
Pati Patni Aur Woh,2019,Mudassar Aziz,"T-Series Films, B.R. Studios	","Comedy,Romance"
Mardaani 2,2019,Gopi Puthran,Yash Raj Films,"Action, Crime, Drama,Thriller"
The Body,2019,Jeethu Joseph,"Viacom18 Motion Pictures, Azure Entertainment","Mystery, Thriller"
Dabangg 3,2019,Prabhu Deva,"Salman Khan Films , Arbaaz Khan Production, Saffron Broadcast & Media","Action, Comedy, Crime"
Line of Descent,2019,Rohit Karn Batra,"Brillstein Entertainment Partners, Invisible Man Pictures, Level Street Pictures"," Crime, Drama"
Happi,2019,Bhavna Talwar,"Vistaar Religare Film Fund, WSG Pictures","Comedy, Drama"
Good Newwz,2019,Raj Mehta,"Zee Studios , Dharma Productions , Cape of Good Films","Comedy, Drama"

Ghost Stories,2020,Karan JoharDibakar BanerjeeZoya AkhtarAnurag Kashyap,"RSVP Movies, Flying Unicorn Entertainment, Tiger Baby Films, Big Bad Wolf, JAR Pictures, The Monsoon Media & Entertainment, Dharma Productions, Netflix","Horror, Thriller"
Beautiful,2020,Agastya Manju,Tiger/Company Productions,Drama
Bhangra Paa Le,2020,Sneha Taurani,RSVP Movies,"Comedy, Drama, Musical"
Sab Kushal Mangal,2020,Karan Vishwanath Kashyap,One Up Entertainment,Romance
Shimla Mirchi,2020,Ramesh Sippy,"Viacom18 Motion Pictures, Ramesh Sippy Entertainment","Comedy,Romance"
Half Widow,2020,Danish Renzu,"Renzu Films, Gaya Art Films",Drama
Chhapaak,2020,Meghna Gulzar,"Fox Star Studios , Ka Productions, Mriga Films","Biography, Drama"
Tanhaji,2020,Om Raut,"T-Series Films, Devgn Films","Action, Biography, Drama"
Bunker,2020,Jugal Raja,Wagging Tail Entertainment,"Drama,War"
Jai Mummy Di,2020,Navjot Gulati,"T-Series Films, Luv Films","Comedy, Drama, Romance"
Panga,2020,Ashwiny Iyer Tiwari,Fox Star Studios,"Drama, Sport"
Street Dancer 3D,2020,Remo D'Souza,"T-Series Films, Remo D'Souza Entertainment","Drama, Musical"
Gul Makai,2020,H.E. Amjad khan,"Pen Studios , Tekno Films","Biography, Drama, War"
Happy Hardy and Heer,2020,Raka,"HR Musik Limited, EYKA Films","Comedy, Romance"
Jawaani Jaaneman,2020,Nitin Kakkar,"Pooja Entertainment, Black Knight Films, Northern Lights Films","Comedy, Drama"
Pagleaazam,2020,"Vikas P Kavvthekaar, Aps Raghuvanshi",Aps Entertainment,Comedy
Operation Parindey,2020,Sanjay Gadhvi,"Final Coast, Fluence Studios, Roll Kamera Motion Pictures, ZEE5","Action, Drama, Thriller"
Hacked,2020,Vikram Bhatt,"Zee Studios , Loneranger Productions",Thriller
Kaanchli Life in a Slough,2020,Dedipya Joshii,Pisceann Pictures,Drama
Malang,2020,Mohit Suri,"T-Series Films, Luv Films, Northern Lights Films","Action, Crime, Drama"
Yahan Sabhi Gyani Hain,2020,Anant Tripathi,"Ulterior Vision Production Private Limited, The Future Films",Comedy
Shikara,2020,Vidhu Vinod Chopra,"Fox Star Studios, Vidhu Vinod Chopra Films","Drama, History, Romance"
Khawab Sare Jhoothey,2020,Deepak Baldev Thakur,"Glitters Film Academy, AG Entertainment",Drama
Love Aaj Kal,2020,Imtiaz Ali,"Pen Studios, Window Seat Films, Reliance Entertainment, Maddock Films, Jio Studios","Drama, Romance"
Shukranu,2020,Bishnu Dev Halder,"Reliance Entertainment, ZEE5",Drama
Bhoot - Part One: The Haunted Ship,2020,Bhanu Pratap Singh,"Zee Studios , Dharma Productions","Horror, Mystery, Thriller"
The Hundred Bucks,2020,Dushyant Pratap Singh,"A Reel and Motion Picture, Dushyant Corporation",Drama
Shubh Mangal Zyada Saavdhan,2020,Hitesh Kewalya,"T-Series Films, Colour Yellow Productions","Comedy, Crime, Romance"
Yeh Ballet,2020,Sooni Taraporevala,"Roy Kapur Films, Netflix","Drama,Musical"
Doordarshan,2020,Gagan Puri,Arya Films,"Comedy, Drama"
Guns of Banaras,2020,Sekhar Suri,"AJ Media Corp, Dashaka Cinema Co.",Action
Haunted Hills,2020,Sanjeev Kumar Rajput,"RSBS Films, UFO Moviez	",Horror
O Pushpa I Hate Tears,2020,Dinkar Kapoor,"Films@50, Wavelength Studios","Comedy,Thriller"
Thappad,2020,Anubhav Sinha,"T-Series Films, Benaras Media Works",Drama
Dheet Patangey,2020,Ravi Adhikari,"Happi Digital, Hotstar","Drama, Romance,Sport"
Baaghi 3,2020,Ahmed Khan,"Fox Star Studios , Nadiadwala Grandson Entertainment",Action
Guilty,2020,Ruchi Narain,"Dharmatic Entertainment, Netflix","Drama, Thriller"
Kaamyaab,2020,Hardik Mehta,"Red Chillies Entertainment, Drishyam Films",Drama
Angrezi Medium,2020,Homi Adajania,"Jio Studios , Maddock Films","Comedy, Drama"
Maska,2020,Neeraj Udhwani,"Mutant Films, Netflix","Drama,Romance"
Bamfaad,2020,Ranjan Chandel,"JAR Pictures, ZEE5",Romance
Ateet,2020,Tanuj Bhramar,"Funtime Entertainment, Indian Film Studios, ZEE5",Thriller
Mrs. Serial Killer,2020,Shirish Kunder,"Three's Company Productions, Netflix","Crime,Drama, Thriller"
Court Martial,2020,Sourabh Srivastava,"Zee Theatre, Iris Productions",Drama
What Are the Odds,2020,Megha Ramaswamy,"FilmKaravan, Netflix",Drama
Ghoomketu,2020,Pushpendra Nath Misra,"Sony Pictures Networks Productions , Phantom Films , ZEE5",Comedy
Chippa,2020,Safdar Rahman,"Traveling Light Pictures, Ultra Media & Entertainment, Victory Media, Wishberry Films",Drama
Chintu Ka Birthday,2020,Devanshu Kumar Satyanshu Singh,"Final Draft, ZEE5 ,","Comedy, Drama, War"
Choked,2020,Anurag Kashyap,"JAR Pictures, Good Bad Films, Netflix",Drama
Axone,2020,Nicholas Kharkongor,"Saregama India , Yoodlee Films","Comedy, Drama"
Gulabo Sitabo,2020,Shoojit Sircar,"Rising Sun Films, Kino Works","Comedy, Drama"
Kadakh,2020,Rajat Kapoor,"Mithya Talkies, Sony LIV","Comedy,Drama,Thriller"
Chaman Bahaar,2020,Apurva Dhar Badgaiyann,"Yoodlee Films , Saregama India","Satire, Comedy, Drama"
Bulbbul,2020,Anvita Dutt,"Clean Slate Filmz , Netflix","Drama, Horror, Mystery"
Bhonsle,2020,Devashish Makhija,"Muvizz, Sony LIV",Drama
Unlock,2020,Debatma Mandal,"Krasnaya Corporation, Wind Horse Films, ZEE5","Horror, Thriller, Drama"
Virgin Bhanupriya,2020,Ajay Lohan,"Dhariwal Films, ZEE5","Comedy, Drama"
Dil Bechara,2020,Mukesh Chhabra,"Fox Star Studios , Disney+ Hotstar","Comedy, Drama, Romance"
Yaara,2020,Tigmanshu Dhulia,"Tigmanshu Dhulia Films, Azure Entertainment, ZEE5","Action, Crime, Drama"
Shakuntala Devi,2020,Anu Menon,"Sony Pictures Networks Productions , Abundantia Entertainment, Genius Films, Amazon Prime Video"," Biography, Drama"
Lootcase,2020,Rajesh Krishnan,"Fox Star Studios, Soda Films, Disney+ Hotstar"," Comedy, Crime"
Raat Akeli Hai,2020,Honey Trehan,"RSVP Movies, MacGuffin Pictures, Netflix"," Crime, Drama, Mystery"
Pareeksha,2020,Prakash Jha,"Prakash Jha Productions, ZEE5",Drama
Gunjan Saxena: The Kargil Girl,2020,Sharan Sharma,"Zee Studios , Dharma Productions , Netflix","Action, Biography, Drama"
Khuda Haafiz,2020,Faruk Kabir,"Panorama Studios , Disney+ Hotstar","Action, Crime, Drama"
Captain Vidyut,2020,Atish Tipathi,Parijat Animation Films,"Animation, Action, Comedy"
Class of '83,2020,Atul Sabharwal,"Red Chillies Entertainment, Netflix","Action, Crime, Drama"
Mee Raqsam,2020,Baba Azmi,"AZMI Pictures, ZEE5",Drama
Sadak 2,2020,Mahesh Bhatt,"Gravitas Ventures , Fox Star Studios , Vishesh Films , Disney+ Hotstar","Action, Drama"
Ram Singh Charlie,2020,Nitin Kakkar,"Little Too Much Productions, Sony Liv","Drama, Musical"
Atkan Chatkan,2020,Shiv Hare,"Lokaa Entertainment, ZEE5	","Drama, Musical"
Cargo,2020,Arati Kadav,"Fundamental Pictures, Electric Films, Netflix","Drama, Fantasy, Sci-Fi"
Dolly Kitty Aur Woh Chamakte Sitare,2020,Alankrita Shrivastava,"Balaji Motion Pictures , ALT Entertainment , Netflix","Comedy, Drama"
London Confidential,2020,Kanwal Sethi,"JAR Pictures, ZEE5","Crime,Drama,Thriller"
Halahal,2020,Randeep Jha,"Eros International , Eros Now","Drama,Mystery,Thriller"
Khaali Peeli,2020,Maqbool Khan,"Zee Studios, Zee Plex, Offside Entertainment, ZEE5","Comedy, Romance"
Serious Men,2020,Sudhir Mishra,"Bombay Fables, Cineraas Entertainment Netflix","Drama, Comedy"
Bahut Hua Samman,2020,Ashish R Shukla,"Yoodlee Films, Disney+ Hotstar","Comedy, Crime, Drama"
Ginny Weds Sunny,2020,Puneet Khanna,"Soundrya Production , Netflix","Comedy, Drama, Romance"
The Pickup Artist,2020,Rohit Arora,Roar Picture Company,"Crime, Mystery, Thriller"
Comedy Couple,2020,Nachiket Samant,"Yoodlee Films , ZEE5","Comedy, Romance"
Kasaai,2020,Gajendra Shrotriya,ShemarooMe,Drama
Taish,2020,Bejoy Nambiar,"Ease My Trip, Getaway Pictures, Crayon Films, ZEE5","Action,Thriller"
Kaali Khuhi,2020,Terrie Samundra,"Manomay Motion Pictures, Netflix","Drama, Horror, Mystery, Thriller"
Pepper Chicken,2020,Ratan Sil Sarma,"RKZ Films, North-East Film Studio, ShemarooMe",Thriller
Laxmii,2020,Raghava Lawrence,"Fox Star Studios , Cape Of Good Films, Shabinaa Entertainment, Tushar Entertainment House, Disney+ Hotstar","Action, Comedy, Horror"
Ludo,2020,Anurag Basu,"T-Series Films , Anurag Basu Productions, Ishana Movies, Netflix","Action, Comedy, Crime"
Chhalaang,2020,Hansal Mehta,"T-Series Films , Devgn Films , Luv Films , Amazon Prime Video","Comedy, Drama, Sport"
Namumkin Tere Bin Jeena,2020,Hidayat Khan,"Trisha Raj Films Pvt.Ltd, Zaid Corporation Company, Shamshad Pathan Films","Drama, Romance"
Sir,2020,Rohena Gera,Platoon Films,"Drama, Romance"
Suraj Pe Mangal Bhari,2020,Abhishek Sharma,Zee Studios,Comedy
Anwar Ka Ajab Kissa,2020,Buddhadeb Dasgupta,"Eros International , Eros Now","Adventure, Comedy, Drama"
It's My Life,2020,Anees Bazmee,Zee Cinema,"Comedy, Drama, Romance"
Darbaan,2020,Bipin Nadkarni,"Opticus Inc, ZEE5",Drama
Durgamati,2020,G. Ashok,"T-Series Films , Abundantia Entertainment, Cape of Good Films, Amazon Prime Video","Horror, Thriller"
